name,user rating,Price,MS Office Provided,Dedicated Graphic Memory Capacity,SSD Capacity,Graphic Processor,Number of Cores,Operating System,Refresh Rate,Brand,Professional,Gaming,EveryDay,Processor,RAM(in GB),Price_Normalized,SSD Capacity (In Gb),SSD Capacity Normalized,Normalized review,Number of Cores_Normalized,HDD Capacity,HDD Capacity_Normalized,Price_Category,Pocket Friendly,Mid Range,High End,laptop_Link
"asus vivobook pro ryzen 9 octa core 5900hx - (8 gb/1 tb ssd/windows 10 home/4 gb graphics/nvidia geforce rtx 3050/90 hz) m7400qe-km046ts gaming laptop  (14 inch, black, 1.45 kg, with ms office)",4.20623188405797,99990,1,4 gb,1 tb,nvidia geforce rtx 3050,8,windows,90 hz,asus,1,1,1,,8,0.293706293706294,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook ryzen 9 octa core 5900hx - (16 gb/1 tb ssd/windows 11 home/4 gb graphics) m7600qc-l2044ws laptop  (16 inch, black, 1.95 kg, with ms office)",4.20623188405797,162990,1,4 gb,1 tb,nvidia geforce rtx 3050,8,windows,,asus,1,1,1,,16,0.513986013986014,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus zenbook core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) ux325ea-kg511ws thin and light laptop  (13.3 inch, lilac mist, 1.14 kg, with ms office)",4.20623188405797,79990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i5 11th gen,16,0.223776223776224,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus zenbook 14 flip ryzen 9 octa core 5900hx - (16 gb/1 tb ssd/windows 11 home) un5401qa-kn901ws thin and light laptop  (14 inch, jade black, 1.40 kg, with ms office)",4.20623188405797,134990,1,0,1 tb,amd radeon amd radeon graphics,8,windows,,asus,1,0,1,,16,0.416083916083916,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus vivobook 14 (2022) core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) x415ea-eb572ws thin and light laptop  (14 inch, transparent silver, 1.60 kg, with ms office)",4.3,49990,1,0,256 gb,intel integrated iris xe,4,windows,,asus,1,0,1,core i5 11th gen,8,0.118881118881119,256,0.0666666666666667,0.78125,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus zenbook core i7 11th gen - (16 gb/1 tb ssd/windows 11 home) ux325ea-kg701ws thin and light laptop  (13.3 inch, lilac mist, 1.14 kg, with ms office)",4.20623188405797,94990,1,0,1 tb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i7 11th gen,16,0.276223776223776,1024,0.466666666666667,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus zenbook core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) ux325ea-kg502ws thin and light laptop  (13.3 inch, pine grey, 1.14 kg, with ms office)",5,69990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i5 11th gen,8,0.188811188811189,512,0.2,1,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus vivobook core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) x415ea-ek342ws thin and light laptop  (14 inch, transparent silver, 1.60 kg, with ms office)",4.2,35990,1,0,256 gb,intel integrated uhd graphics,2,windows,,asus,1,0,1,core i3 11th gen,8,0.0699300699300699,256,0.0666666666666667,0.75,0.0769230769230769,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus zenbook core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) ux325ea-kg512ws thin and light laptop  (13.3 inch, pine grey, 1.14 kg, with ms office)",4.20623188405797,79990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i5 11th gen,16,0.223776223776224,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus zenbook core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) ux325ea-kg722ws thin and light laptop  (13.3 inch, pine grey, 1.14 kg, with ms office)",4.20623188405797,89990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i7 11th gen,16,0.258741258741259,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus zenbook 14 flip ryzen 7 octa core 5800h - (16 gb/1 tb ssd/windows 11 home) un5401qa-kn701ws thin and light laptop  (14 inch, jade black, 1.40 kg, with ms office)",4.20623188405797,114900,1,0,1 tb,amd radeon amd radeon graphics,8,windows,,asus,1,0,1,,16,0.345839160839161,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook ultra k14 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) k14 thin and light laptop  (14.1 inch, transparent silver, 1.4 kg, with ms office)",4.3,44490,1,0,512 gb,intel integrated intel uhd graphics for 11th gen intel processors,4,windows,,asus,0,0,0,core i3 11th gen,8,0.0996503496503497,512,0.2,0.78125,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus vivobook 15 celeron dual core - (4 gb/1 tb hdd/windows 11 home) x515ma-br001wx515ma laptop  (15.6 inch, transparent silver, 1.8 kg)",2,28290,0,0,,intel integrated intel uhd graphics 600,2,windows,,asus,1,0,1,,4,0.043006993006993,,,0.0625,0.0769230769230769,1,1,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus vivobook ultra 14 (2022) core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) x413ea-eb321ws thin and light laptop  (14 inch, cobalt blue, 1.40 kg, with ms office)",4.4,42990,1,0,512 gb,intel integrated uhd,4,windows,,asus,1,0,1,core i3 11th gen,8,0.0944055944055944,512,0.2,0.8125,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) ux363ea-hp562ws thin and light laptop  (13.3 inch, pine grey, 1.30 kg, with ms office)",4.20623188405797,87990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i5 11th gen,16,0.251748251748252,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus zenbook 14 flip ryzen 5 hexa core 5600h - (16 gb/512 gb ssd/windows 11 home) un5401qa-kn511ws thin and light laptop  (14 inch, jade black, 1.40 kg, with ms office)",4.20623188405797,91900,1,0,512 gb,amd radeon amd radeon graphics,6,windows,,asus,1,0,1,,16,0.26541958041958,512,0.2,0.751947463768116,0.384615384615385,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook ultra 14 (2021) core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) x413ea-eb323ws thin and light laptop  (14 inch, dreamy white, 1.40 kg, with ms office)",4.4,42990,1,0,512 gb,intel integrated uhd,4,windows,,asus,1,0,1,core i3 11th gen,8,0.0944055944055944,512,0.2,0.8125,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus asus vivobook 13 slate oled pentium quad core - (4 gb/128 gb emmc storage/windows 11 home) t3300ka-lq122ws 2 in 1 laptop  (13.3 inch, black, 0.78 kg, with ms office)",2.3,42990,1,0,,intel integrated uhd,4,windows,,asus,1,0,1,,4,0.0944055944055944,,,0.15625,0.230769230769231,1,1,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus asus vivobook 13 slate oled pentium quad core - (8 gb/256 gb ssd/windows 11 home) t3300ka-lq111ws 2 in 1 laptop  (13.3 inch, black, 0.78 kg, with ms office)",4,54990,1,0,256 gb,intel integrated uhd,4,windows,,asus,1,0,1,,8,0.136363636363636,256,0.0666666666666667,0.6875,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71VrU+m9CDL._AC_UL320_.jpg
"asus core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) ux363ea-hp702ws thin and light laptop  (13.3 inch, pine grey, 1.30 kg, with ms office)",4.20623188405797,104990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i7 11th gen,16,0.311188811188811,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/61GkvvDNnCL._AC_UL320_.jpg
"asus zenbook duo 14 (2021) touch panel core i7 11th gen - (16 gb/1 tb ssd/windows 11 home/2 gb graphics) ux482egr-ka711ws thin and light laptop  (14 inch, celestial blue, 1.62 kg, with ms office)",4.20623188405797,134990,1,2 gb,1 tb,nvidia geforce mx450,4,windows,,asus,1,1,1,core i7 11th gen,16,0.416083916083916,1024,0.466666666666667,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/711STEpA3IL._AC_UL320_.jpg
"asus zenbook duo 14 (2021) touch panel core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) ux482ea-ka501ws thin and light laptop  (14 inch, celestial blue, 1.62 kg, with ms office)",4.20623188405797,99990,1,0,512 gb,intel integrated iris xe,4,windows,,asus,1,0,1,core i5 11th gen,8,0.293706293706294,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71qE2Mra+cL._AC_UL320_.jpg
"asus vivobook ultra 14 (2022) core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) x413ea-eb322ws thin and light laptop  (14 inch, bespoke black, 1.40 kg, with ms office)",4.4,42990,1,0,512 gb,intel integrated uhd,4,windows,,asus,1,0,1,core i3 11th gen,8,0.0944055944055944,512,0.2,0.8125,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook 14 pentium silver - (4 gb/256 gb ssd/windows 11 home) x415ka-ek111ws thin and light laptop  (14 inch, transparent silver, 1.50 kg, with ms office)",4.2,29990,1,0,256 gb,intel integrated uhd graphics 600,4,windows,,asus,1,0,1,,4,0.048951048951049,256,0.0666666666666667,0.75,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus zenbook duo 14 (2021) touch panel core i5 11th gen - (16 gb/512 gb ssd/windows 11 home/2 gb graphics) ux482egr-ka521ws thin and light laptop  (14 inch, celestial blue, 1.62 kg, with ms office)",4.20623188405797,114990,1,2 gb,512 gb,nvidia geforce mx450,4,windows,,asus,1,1,1,core i5 11th gen,16,0.346153846153846,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus zenbook duo 14 (2021) touch panel core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) ux482ear-ka501ws thin and light laptop  (14 inch, celestial blue, 1.62 kg, with ms office)",4.20623188405797,99990,1,0,512 gb,intel integrated iris xe,4,windows,,asus,1,0,1,core i5 11th gen,8,0.293706293706294,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus ryzen 7 octa core 5800hs - (16 gb/512 gb ssd/windows 10 home/4 gb graphics) ga401qh-hz080ts thin and light laptop  (14 inch, moonlight white, 1.60 kg, with ms office)",4.4,79990,1,4 gb,512 gb,nvidia geforce gtx 1650,8,windows,144 hz,asus,1,1,1,,16,0.223776223776224,512,0.2,0.8125,0.538461538461539,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus ryzen 7 octa core 5800hs - (16 gb/512 gb ssd/windows 10 home/nvidia geforce gtx 1650/144 hz) ga401qh-hz079ts gaming laptop  (14 inch, eclipse gray, 1.60 kg, with ms office)",4.5,79990,1,0,512 gb,nvidia geforce gtx 1650,8,windows,144 hz,asus,1,0,1,,16,0.223776223776224,512,0.2,0.84375,0.538461538461539,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook pro 14 oled (2022) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home/intel integrated iris xe) k3400pa-km502ws gaming laptop  (14 inch, cool silver, 1.40 kg, with ms office)",4.2,65990,1,0,512 gb,intel integrated iris xe,4,windows,,asus,1,0,1,core i5 11th gen,16,0.174825174825175,512,0.2,0.75,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus expertbook core i3 10th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 pro) p1545fa business laptop  (15.6 inch, slate grey, 1.80 kg)",4.20623188405797,40990,0,0,256 gb,intel integrated hd,2,windows,,asus,1,0,1,core i3 10th gen,8,0.0874125874125874,256,0.0666666666666667,0.751947463768116,0.0769230769230769,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) x515ea-bq312ws laptop  (15.6 inch, silver, with ms office)",4.20623188405797,37899,1,0,256 gb,na intel hd,4,windows,,asus,1,0,1,core i3 11th gen,8,0.0766048951048951,256,0.0666666666666667,0.751947463768116,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71VrU+m9CDL._AC_UL320_.jpg
"asus asus tuf gaming a17 ryzen 7 octa core 4800h - (16 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce rtx 3050) fa706ic-hx003t gaming laptop  (17.3 inch, graphite black, 2.60 kg)",4.5,79990,0,4 gb,512 gb,nvidia geforce rtx 3050,8,windows,,asus,0,1,0,,16,0.223776223776224,512,0.2,0.84375,0.538461538461539,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/61GkvvDNnCL._AC_UL320_.jpg
"asus zenbook core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) ux363ea-hp502ws thin and light laptop  (13.3 inch, pine grey, 1.30 kg, with ms office)",4.20623188405797,79990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,asus,1,0,1,core i5 11th gen,8,0.223776223776224,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/711STEpA3IL._AC_UL320_.jpg
"asus vivobook pro 16x oled (2021) ryzen 9 octa core 5900h 9th gen - (16 gb/1 tb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx rtx 3050) m7600qc-l2044ws gaming laptop  (16 inch, black, 1.95 kg, with ms office)",4.20623188405797,130500,1,4 gb,1 tb,nvidia geforce rtx rtx 3050,8,windows,,asus,0,1,0,ryzen 9 octa core 5900h 9th gen,16,0.400384615384615,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71qE2Mra+cL._AC_UL320_.jpg
"asus vivobook flip 14 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) tp470ea-ec311ws 2 in 1 laptop  (14 inch, transparent silver, 1.50 kg, with ms office)",4.1,52990,1,0,512 gb,intel integrated uhd,2,windows,,asus,1,0,1,core i3 11th gen,8,0.129370629370629,512,0.2,0.71875,0.0769230769230769,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook flip 14 core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) tp470ea-ec511ws 2 in 1 laptop  (14 inch, transparent silver, 1.50 kg, with ms office)",4.6,63990,1,0,512 gb,intel integrated iris xe,4,windows,,asus,1,0,1,core i5 11th gen,8,0.167832167832168,512,0.2,0.875,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus vivobook flip 14 core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) tp470ea-ec301ws 2 in 1 laptop  (14 inch, transparent silver, 1.50 kg, with ms office)",4.6,49990,1,0,256 gb,intel integrated uhd graphics,2,windows,,asus,1,0,1,core i3 11th gen,8,0.118881118881119,256,0.0666666666666667,0.875,0.0769230769230769,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus vivobook 14 pentium quad core - (8 gb/256 gb ssd/windows 11 home) e410ka-ek101ws thin and light laptop  (14.1 inch, peacock blue, with ms office)",4.6,36490,1,0,256 gb,intel integrated uhd,4,windows,,asus,0,0,0,,8,0.0716783216783217,256,0.0666666666666667,0.875,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus vivobook 14 pentium quad core - (8 gb/256 gb ssd/windows 11 home) e410ka-ek103ws thin and light laptop  (14 inch, star black, 1.3 kg, with ms office)",4.3,33990,1,0,256 gb,intel integrated uhd,4,windows,,asus,0,0,0,,8,0.0629370629370629,256,0.0666666666666667,0.78125,0.230769230769231,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus vivo book core i3 10th gen - (4 gb/1 tb hdd/windows 10 home) x515fa-br301t laptop  (15.6 inch, slate grey, 1.80 kg)",4.7,38000,0,0,,intel integrated ddr4,,windows,,asus,1,0,1,core i3 10th gen,4,0.076958041958042,,,0.90625,0,1,1,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook 15 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) x515ea-ej322ws laptop  (15.6 inch, transparent silver, 1.80 kg, with ms office)",3.7,41690,1,0,512 gb,intel integrated uhd,2,windows,60 hz,asus,1,0,1,core i3 11th gen,8,0.0898601398601399,512,0.2,0.59375,0.0769230769230769,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus rog strix g15 ryzen 9 octa core 5900hx - (16 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce rtx 3050 ti) g513qe-hn166ts gaming laptop  (15.6 inch, eclipse gray, 2.10 kg)",4.7,97990,0,4 gb,512 gb,nvidia geforce rtx 3050 ti,8,windows,,asus,0,1,0,,16,0.286713286713287,512,0.2,0.90625,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus rog strix g15 ryzen 9 octa core 5900hx - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 3060) g513qm-hq403ts gaming laptop  (15.6 inch, eclipse gray, 2.30 kg, with ms office)",4.1,135990,1,6 gb,1 tb,nvidia geforce rtx 3060,8,windows,,asus,0,1,0,,16,0.41958041958042,1024,0.466666666666667,0.71875,0.538461538461539,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71VrU+m9CDL._AC_UL320_.jpg
"asus pentium quad core - (4 gb/1 tb hdd/windows 10 home) x543ma-dm101t laptop  (15.6 inch, transparent silver, 1.90 kg)",4.20623188405797,27990,0,0,,intel integrated uhd,4,windows,,asus,1,0,1,,4,0.041958041958042,,,0.751947463768116,0.230769230769231,1,1,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/61GkvvDNnCL._AC_UL320_.jpg
"asus vivobook 14 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) x415ea-eb322ws thin and light laptop  (14.1 inch, transparent silver, 1.6 kg, with ms office)",4.20623188405797,39990,1,0,512 gb,intel integrated uhd,2,windows,60 hz,asus,0,0,0,core i3 11th gen,8,0.0839160839160839,512,0.2,0.751947463768116,0.0769230769230769,0,0,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/711STEpA3IL._AC_UL320_.jpg
"asus vivobook 17 core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x712ea-au521ws laptop  (17.3 inch, transparent silver, 2.3 kg, with ms office)",4,57710,1,0,512 gb,intel integrated iris xe,4,windows,60 hz,asus,0,0,0,core i5 11th gen,16,0.145874125874126,512,0.2,0.6875,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71qE2Mra+cL._AC_UL320_.jpg
"asus ryzen 9 octa core 11th gen - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx rtx 3060 6gb graphics) ga401qm-k2330ts gaming laptop  (14 inch, white, with ms office)",4.20623188405797,131990,1,6 gb,1 tb,nvidia geforce rtx rtx 3060 6gb graphics,,windows,,asus,0,1,0,ryzen 9 octa core 11th gen,16,0.405594405594406,1024,0.466666666666667,0.751947463768116,0,0,0,High End,0,0,1,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus vivobook core i5 11th gen - (8 gb/256 gb ssd/windows 10 home) x415ea-eb502ts thin and light laptop  (14 inch, transparent silver, 1.55 kg, with ms office)",4.20623188405797,46990,1,0,256 gb,intel integrated uhd,2,windows,60 hz,asus,1,0,1,core i5 11th gen,8,0.108391608391608,256,0.0666666666666667,0.751947463768116,0.0769230769230769,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus vivobook 14 core i3 10th gen - (8 gb/1 tb hdd/windows 10 home) x415fa-bv311t laptop  (14.1 inch, slate grey, 1.6 kg)",4,30999,0,0,,intel integrated uhd,2,windows,,asus,1,0,1,core i3 10th gen,8,0.052479020979021,,,0.6875,0.0769230769230769,1,1,Pocket Friendly,1,0,0,https://m.media-amazon.com/images/I/71KXxVGeMVL._AC_UL320_.jpg
"asus core i5 11th gen - (16 gb/512 gb ssd/windows 10 home) x712ea-au521ts thin and light laptop  (17.3 inch, transparent silver, 2.30 kg, with ms office)",3.5,56850,1,0,512 gb,intel integrated intel iris xe graphics,4,windows,,asus,1,0,1,core i5 11th gen,16,0.142867132867133,512,0.2,0.53125,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus vivobook ultra k15 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) k513ea-l313ws laptop  (15.6 inch, transparent silver, 1.8 kg, with ms office)",5,50940,1,0,512 gb,intel integrated intel uhd,2,windows,60 hz,asus,0,0,0,core i3 11th gen,8,0.122202797202797,512,0.2,1,0.0769230769230769,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus vivobook 15 (2021) core i5 11th gen - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) x515ea-ej502ws thin and light laptop  (15.6 inch, transparent silver, 1.80 kg, with ms office)",4.3,51990,1,0,256 gb,intel integrated iris xe,6,windows,,asus,1,0,1,core i5 11th gen,8,0.125874125874126,256,0.0666666666666667,0.78125,0.384615384615385,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook ultra 14 (2021) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x413ea-eb533ws thin and light laptop  (14 inch, dreamy white, 1.40 kg, with ms office)",4.6,55990,1,0,512 gb,intel integrated iris xe,6,windows,,asus,1,0,1,core i5 11th gen,16,0.13986013986014,512,0.2,0.875,0.384615384615385,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus vivobook ultra 14 (2021) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x413ea-eb531ws thin and light laptop  (14 inch, cobalt blue, 1.40 kg, with ms office)",4.6,55990,1,0,512 gb,intel integrated iris xe,6,windows,,asus,1,0,1,core i5 11th gen,16,0.13986013986014,512,0.2,0.875,0.384615384615385,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus vivobook k15 oled (2022) core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) k513ea-l302ws thin and light laptop  (15.6 inch, indie black, 1.80 kg, with ms office)",4.5,47990,1,0,256 gb,intel integrated uhd,4,windows,,asus,1,0,1,core i3 11th gen,8,0.111888111888112,256,0.0666666666666667,0.84375,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
"asus vivobook ultra 14 (2022) core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) x413ea-eb532ws thin and light laptop  (14 inch, bespoke black, 1.40 kg, with ms office)",4.6,55990,1,0,512 gb,intel integrated iris xe,6,windows,,asus,1,0,1,core i5 11th gen,16,0.13986013986014,512,0.2,0.875,0.384615384615385,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71H5edMDwxL._AC_UL320_.jpg
"asus vivobook k15 oled (2022) ryzen 5 hexa core 5500u - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) km513ua-l503ws thin and light laptop  (15.6 inch, transparent silver, 1.80 kg, with ms office)",4.4,58990,1,0,256 gb,amd radeon amd,,windows,,asus,1,0,1,,8,0.15034965034965,256,0.0666666666666667,0.8125,0,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71jjYEX-pFL._AC_UL320_.jpg
"asus vivobook k15 oled (2022) ryzen 5 hexa core 5500u - (8 gb/1 tb hdd/256 gb ssd/windows 11 home) km513ua-l502ws thin and light laptop  (15.6 inch, indie black, 1.80 kg, with ms office)",4.4,58990,1,0,256 gb,amd radeon amd,,windows,,asus,1,0,1,,8,0.15034965034965,256,0.0666666666666667,0.8125,0,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71VxVpzY9YL._AC_UL320_.jpg
"asus vivobook k15 oled (2022) core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) k513ea-l312ws thin and light laptop  (15.6 inch, indie black, 1.80 kg, with ms office)",4.5,50990,1,0,512 gb,intel integrated uhd,4,windows,,asus,1,0,1,core i3 11th gen,8,0.122377622377622,512,0.2,0.84375,0.230769230769231,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/711jtvyLkKL._AC_UL320_.jpg
"asus vivobook k15 oled (2022) core i5 11th gen - (16 gb/1 tb hdd/256 gb ssd/windows 11 home) k513ea-l523ws thin and light laptop  (15.6 inch, transparent silver, 1.80 kg, with ms office)",4.7,69990,1,0,256 gb,intel integrated iris xe,6,windows,,asus,1,0,1,core i5 11th gen,16,0.188811188811189,256,0.0666666666666667,0.90625,0.384615384615385,0,0,Mid Range,0,1,0,https://m.media-amazon.com/images/I/71yejFYehdL._AC_UL320_.jpg
